	THP1_0H	THP1_0H_2	THP1_0H_3	Avg_expression	log2
CDCA7L	1299.095165	1485.404388	1341.079266	1375.19294	10.42541833
KIAA1191	1337.377278	1421.086117	1368.696889	1375.720095	10.42597125
BRF1	1372.330511	1478.451061	1276.908908	1375.896827	10.42615658
FEZ2	1316.571782	1330.692872	1480.791946	1376.018866	10.42628454
CHMP4A	1393.136007	1439.338599	1295.591417	1376.022008	10.42628783
LOC642852	1343.202817	1474.105232	1311.837078	1376.381709	10.42666491
RGS14	1380.652709	1388.057816	1360.574059	1376.428195	10.42671363
UBE2J2	1465.539133	1427.170278	1237.919323	1376.876244	10.42718318
NRIP1	1521.297862	1002.148191	1609.132663	1377.526239	10.42786408
CARKD	1335.712838	1421.955283	1375.195153	1377.621091	10.42796342
POR	1394.800447	1428.908609	1310.212512	1377.973856	10.4283328
HNRNPUL2	1413.941503	1459.329413	1260.663247	1377.978054	10.4283372
XRN1	1431.418119	946.5215788	1756.15589	1378.031863	10.42839353
ARL5A	1428.08924	1201.187164	1505.160436	1378.145614	10.42851261
Sep-08	1413.941503	1475.843564	1246.042153	1378.609073	10.4289977
BRE	1250.826415	1301.141234	1586.388739	1379.452129	10.42987968
QSOX2	1369.833852	1457.591081	1313.461644	1380.295526	10.43076147
FAM21C	1402.290425	1397.61864	1341.079266	1380.329444	10.43079692
ZNF609	1447.230296	1450.637755	1245.22987	1381.03264	10.4315317
ZNF496	1349.028356	1475.843564	1319.147625	1381.339848	10.43185259
CNTROB	1436.411438	1481.927724	1225.735078	1381.35808	10.43187163
KPNA3	1434.746999	1235.084631	1475.105965	1381.645865	10.43217216
GATM	1380.652709	1355.89868	1409.31104	1381.954143	10.43249403
SDAD1	1515.472323	1200.317998	1430.430399	1382.073573	10.4326187
UPF3A	1422.263701	1437.600267	1286.656304	1382.173424	10.43272293
PSMD6	1463.042473	1371.543665	1312.649361	1382.411833	10.43297176
ZNF451	1346.531696	1055.167306	1749.657626	1383.785543	10.43440466
FZR1	1330.719519	1634.031743	1186.745493	1383.832252	10.43445335
CBX4	1344.867256	1382.842821	1428.805833	1385.505303	10.43619652
DIP2A	1300.759605	1505.395201	1350.826663	1385.66049	10.4363581
NBPF24	1391.471567	1401.095303	1364.635474	1385.734115	10.43643475
APBB1IP	1459.713594	1464.544408	1233.857908	1386.038637	10.43675176
UMPS	1360.679433	1563.629311	1233.857908	1386.055551	10.43676936
FLAD1	1413.109283	1495.834377	1249.291285	1386.078315	10.43679306
STRADA	1403.954865	1479.320227	1275.284342	1386.186478	10.43690563
POLR3E	1349.028356	1500.180207	1310.212512	1386.473691	10.43720453
DOK1	1349.028356	1471.497734	1339.4547	1386.660263	10.43739865
TIMM13	1307.417364	1520.17102	1333.768719	1387.119034	10.43787588
MYBBP1A	1405.619305	1536.685171	1219.236813	1387.18043	10.43793973
RAI1	1378.15605	1395.011142	1389.003965	1387.390386	10.43815808
SLC9A8	1325.7262	1408.917795	1430.430399	1388.358131	10.43916405
PREPL	1441.404757	1209.878822	1514.09555	1388.45971	10.4392696
TRIM35	1383.981589	1475.843564	1307.775663	1389.200272	10.44003888
SSNA1	1367.337192	1523.647684	1277.721191	1389.568689	10.44042144
PIGM	1334.880618	1383.711987	1451.549757	1390.047454	10.44091842
EXOSC3	1447.230296	1426.301112	1297.215983	1390.24913	10.44112772
STEAP3	1393.136007	1450.637755	1327.270455	1390.348072	10.44123039
NDUFA3	1383.981589	1468.890237	1318.335342	1390.402389	10.44128675
MBTD1	1413.109283	1159.467205	1599.385267	1390.653918	10.44154772
AGFG1	1448.062516	1371.543665	1352.451229	1390.685803	10.44158079
WDR27	1349.860575	1397.61864	1424.744417	1390.741211	10.44163827
C14orf135	1458.049154	1255.944611	1458.860304	1390.951357	10.44185625
MST4	1438.075878	1255.075445	1479.979663	1391.043662	10.44195199
MCMBP	1425.592581	1454.114418	1296.4037	1392.0369	10.44298174
ZNF148	1504.653465	1012.578181	1659.49421	1392.241952	10.44319424
CYHR1	1326.55842	1456.721916	1395.502229	1392.927521	10.44390448
FYN	1163.443332	1346.337856	1669.241607	1393.007598	10.44398741
LRRC45	1406.451524	1503.65687	1270.410644	1393.506346	10.44450386
OXR1	1491.337948	1195.103003	1494.600757	1393.680569	10.44468422
POLR2C	1354.853894	1573.190136	1254.164983	1394.069671	10.44508695
CPVL	1392.303787	1534.946839	1255.789549	1394.346725	10.44537364
RANBP10	1333.216179	1544.507663	1307.775663	1395.166502	10.44622159
SPOP	1417.270382	1481.927724	1286.656304	1395.284804	10.44634392
CCNC	1406.451524	1248.991284	1531.965776	1395.802862	10.44687948
GOSR2	1417.270382	1445.42276	1325.645889	1396.11301	10.44720001
STK24	1418.934822	1497.572709	1272.03521	1396.180914	10.44727018
EARS2	1399.793766	1544.507663	1244.417587	1396.239672	10.44733089
TEX264	1287.444088	1414.13279	1488.914776	1396.830551	10.4479413
FYCO1	1387.310468	1414.13279	1389.816248	1397.086502	10.44820563
C21orf58	1412.277063	1556.675985	1223.298228	1397.417092	10.44854698
ECRP	1305.752924	1380.235323	1506.785003	1397.591083	10.44872659
FAM21A	1500.492366	1406.310298	1289.093153	1398.631939	10.44980064
PRDX4	1356.518334	1538.423503	1301.277398	1398.739745	10.44991184
FEM1B	1467.203572	1284.627083	1445.863776	1399.231477	10.45041893
DDX20	1421.431481	1397.61864	1380.068851	1399.706324	10.45090845
TMEM33	1438.075878	1226.392973	1536.027191	1400.165347	10.45138149
MFF	1400.625985	1369.805333	1431.242682	1400.558	10.45178601
HNMT	1420.599262	1235.953797	1549.02372	1401.858926	10.45312546
C16orf13	1297.430726	1494.096046	1414.184738	1401.903837	10.45317168
ERAL1	1451.391396	1547.984327	1207.052568	1402.142763	10.45341753
CDK2	1372.330511	1571.451804	1264.724663	1402.835659	10.45413029
BLMH	1412.277063	1474.105232	1324.021323	1403.467873	10.45478032
DECR1	1455.552495	1380.235323	1375.195153	1403.66099	10.45497883
CEPT1	1378.98827	1361.982841	1471.04455	1404.00522	10.45533258
SMG9	1464.706913	1527.124347	1220.861379	1404.23088	10.45556444
SIRT2	1324.06176	1541.031	1351.638946	1405.577235	10.45694702
ASPH	1491.337948	1251.598782	1476.730531	1406.555753	10.45795102
LRIG1	1438.075878	1567.975141	1214.363115	1406.804711	10.45820636
CCM2	1396.464886	1497.572709	1328.895021	1407.644206	10.45906701
HIGD2A	1361.511653	1390.665313	1471.04455	1407.740505	10.45916571
LEMD3	1447.230296	1534.077674	1245.22987	1408.845947	10.46029815
MAD2L1	1554.586655	1425.431946	1248.479002	1409.499201	10.46096694
RFXANK	1307.417364	1472.3669	1449.925191	1409.903152	10.46138035
RBM4	1433.914779	1440.207765	1355.700361	1409.940968	10.46141905
ECHDC2	1372.330511	1431.516107	1428.805833	1410.88415	10.46238382
TFIP11	1404.787085	1510.610196	1318.335342	1411.244208	10.46275194
CASP4	1441.404757	1406.310298	1386.567116	1411.42739	10.4629392
NBAS	1405.619305	1469.759403	1358.949493	1411.442733	10.46295488
SHFM1	1448.894736	1361.113675	1424.744417	1411.584276	10.46309955
SUDS3	1397.297106	1424.56278	1413.372455	1411.744114	10.4632629
KCNE3	1363.176093	1347.207022	1525.467512	1411.950209	10.4634735
POLA2	1487.176849	1514.956026	1233.857908	1411.996927	10.46352123
ADRBK2	1383.149369	1411.525293	1441.802361	1412.159008	10.46368683
LOC642799	1360.679433	1421.955283	1453.986606	1412.207107	10.46373597
THADA	1493.834607	1467.151905	1276.096625	1412.361046	10.46389322
OSTF1	1380.652709	1410.656127	1448.300625	1413.203154	10.46475316
GGCT	1427.25702	1402.833635	1410.935606	1413.67542	10.4652352
TOR1A	1418.102602	1534.946839	1288.28087	1413.776771	10.46533863
CHKA	1451.391396	1481.927724	1311.024795	1414.781305	10.46636334
C16orf53	1398.961546	1566.236809	1280.15804	1415.118798	10.46670746
PRPS2	1397.297106	1504.526036	1344.328398	1415.383847	10.46697764
ZBTB48	1392.303787	1465.413574	1389.816248	1415.844536	10.46744715
RNF138	1464.706913	1265.505435	1523.030663	1417.74767	10.46938507
TRIB3	1122.66456	1307.225394	1823.57538	1417.821778	10.46946048
MIDN	1486.344629	1511.479362	1257.414115	1418.412702	10.47006165
HPS5	1416.438162	1497.572709	1341.891549	1418.63414	10.47028686
OGFRL1	1509.646784	1141.214723	1606.695814	1419.185774	10.47084774
FLJ45445	1256.651954	1287.23458	1713.917173	1419.267902	10.47093122
TSPAN14	1274.12857	1441.076931	1544.150021	1419.785174	10.47145694
ZBTB47	1373.162731	1455.85275	1430.430399	1419.815293	10.47148754
PUS1	1385.646028	1427.170278	1446.676059	1419.830788	10.47150329
SOS1	1547.928897	1045.606482	1670.866173	1421.467184	10.47316508
RPAP1	1475.525771	1512.348528	1276.908908	1421.594402	10.47329419
KCTD12	1458.049154	1277.673756	1529.528927	1421.750613	10.47345271
ZSCAN29	1423.095921	1505.395201	1338.642417	1422.377847	10.47408904
UROD	1333.216179	1453.245252	1480.791946	1422.417792	10.47412956
APC	1496.331267	988.2415382	1783.773512	1422.782106	10.47449902
L3MBTL2	1469.700232	1568.844306	1230.608776	1423.051105	10.47477176
KDM4C	1398.961546	1376.75866	1493.788474	1423.16956	10.47489184
FAM50A	1336.545058	1451.506921	1482.416512	1423.489497	10.47521613
PIM3	1409.780404	1451.506921	1410.123323	1423.803549	10.47553439
DLAT	1468.868012	1493.22688	1311.024795	1424.373229	10.47611151
NGFRAP1	1329.05508	1407.179464	1537.651757	1424.628767	10.47637031
SMC5	1612.842044	888.2874688	1774.838399	1425.322637	10.47707281
GUF1	1514.640103	1169.028029	1593.699286	1425.789139	10.47754492
CNIH4	1378.98827	1521.909352	1376.819719	1425.90578	10.47766294
GNB4	1525.458961	1408.917795	1344.328398	1426.235052	10.47799605
TAF6	1442.236977	1524.51685	1312.649361	1426.467729	10.47823139
DIEXF	1440.572538	1477.581895	1361.386342	1426.513592	10.47827778
SLC25A23	1371.498291	1413.263624	1497.037606	1427.266507	10.47903903
EML3	1359.847213	1417.609454	1504.348153	1427.268274	10.47904082
PIP4K2A	1401.458205	1529.731844	1354.075795	1428.421948	10.48020649
GALT	1339.041718	1468.890237	1477.542814	1428.491589	10.48027683
UBA3	1462.210253	1340.253696	1486.477927	1429.647292	10.48144355
RB1CC1	1591.204328	975.2040509	1722.852286	1429.753555	10.48155078
E2F1	1373.994951	1548.853493	1367.072323	1429.973589	10.48177279
ELP2	1397.297106	1544.507663	1348.389814	1430.064861	10.48186487
GSS	1469.700232	1508.871865	1312.649361	1430.407152	10.48221014
LDOC1L	1455.552495	1471.497734	1364.635474	1430.561901	10.48236621
NDUFS6	1392.303787	1545.376829	1354.888078	1430.856231	10.48266301
TNK2	1229.188699	1353.291183	1711.480324	1431.320069	10.4831306
ZNF259	1467.203572	1530.60101	1296.4037	1431.402761	10.48321395
USP40	1424.760361	1421.955283	1448.300625	1431.67209	10.48348538
POMGNT1	1370.666071	1439.338599	1486.477927	1432.160866	10.48397784
RNF126	1398.129326	1525.386015	1376.819719	1433.44502	10.48527086
XRCC3	1401.458205	1533.208508	1367.072323	1433.913012	10.48574179
C19orf28	1403.122645	1535.816005	1363.010908	1433.983186	10.48581239
RFX7	1532.11672	1136.868894	1633.501154	1434.162256	10.48599254
TPM1	1389.807128	1408.04863	1505.160436	1434.338731	10.48617005
MED25	1390.639347	1469.759403	1444.23921	1434.87932	10.48671369
MED16	1420.599262	1528.862679	1355.700361	1435.0541	10.48688941
TMEM206	1331.551739	1533.208508	1444.23921	1436.333152	10.4881747
ATG3	1509.646784	1501.049372	1299.652832	1436.782996	10.48862647
GBAP1	1413.109283	1548.853493	1348.389814	1436.784196	10.48862767
DHX29	1568.734393	1209.878822	1532.778059	1437.130425	10.48897528
AIDA	1436.411438	1397.61864	1479.16738	1437.732486	10.48957955
NUDT7	1450.559176	1454.983584	1408.498757	1438.013839	10.48986184
NUF2	1651.124156	1284.627083	1379.256568	1438.335936	10.49018495
NFKB1	1460.545814	1570.582638	1286.656304	1439.261585	10.49111311
FIBP	1508.814564	1511.479362	1298.840549	1439.711492	10.49156402
RANBP6	1512.143444	1189.018843	1618.067776	1439.743354	10.49159595
LATS1	1590.372108	1244.645455	1486.477927	1440.498497	10.49235244
RNASEL	1438.075878	1457.591081	1426.368984	1440.678648	10.49253285
DNM1	1354.853894	1368.067002	1599.385267	1440.768721	10.49262305
ITGA7	1329.887299	1424.56278	1569.330795	1441.260292	10.49311519
NAV3	1414.773723	1200.317998	1709.855758	1441.64916	10.4935044
PAQR8	1619.499803	1673.144205	1034.036285	1442.226764	10.4940823
TRAF3	1425.592581	1454.114418	1447.488342	1442.398447	10.49425403
LRRC47	1442.236977	1528.862679	1357.324927	1442.808194	10.49466381
ZNF282	1447.230296	1543.638498	1337.830134	1442.899643	10.49475524
CLCN6	1470.532452	1496.703543	1363.010908	1443.415634	10.49527107
SLC39A6	1491.337948	1424.56278	1416.621587	1444.174105	10.49602896
RAP1GDS1	1458.881374	1468.890237	1405.249625	1444.340412	10.49619509
VPS25	1365.672752	1601.872608	1368.696889	1445.414083	10.49726714
C2orf68	1413.941503	1526.255181	1397.126795	1445.774493	10.49762683
LRP1	1124.329	1199.448833	2013.649607	1445.809146	10.49766141
LEPROTL1	1456.384715	1450.637755	1430.430399	1445.817623	10.49766986
VTI1B	1357.350554	1469.759403	1510.846418	1445.985458	10.49783733
TRIM41	1403.954865	1552.330156	1384.942549	1447.075857	10.49892484
LYPLA2	1408.948184	1526.255181	1406.061908	1447.088424	10.49893737
MLF2	1504.653465	1518.432689	1319.147625	1447.41126	10.49925918
ZNF672	1405.619305	1605.349271	1332.144153	1447.704243	10.49955118
LOC100288142	1428.92146	1388.926982	1527.092078	1448.313506	10.50015821
BAZ2B	1483.015749	985.6340407	1876.373777	1448.341189	10.50018579
ABCD3	1510.479004	1313.309555	1521.406097	1448.398219	10.50024259
DTNA	1449.726956	1413.263624	1482.416512	1448.469031	10.50031312
ZMYND8	1401.458205	1389.796147	1554.709701	1448.654684	10.50049803
PSRC1	1539.606698	1581.881794	1225.735078	1449.074523	10.50091608
XRCC1	1423.095921	1518.432689	1406.874191	1449.4676	10.50130737
GTPBP4	1524.626741	1526.255181	1298.028266	1449.63673	10.5014757
BCL7B	1358.182774	1586.227623	1406.061908	1450.157435	10.50199382
ASMTL	1294.934066	1441.076931	1614.818644	1450.276547	10.50211231
GOT2	1450.559176	1646.200064	1254.164983	1450.308074	10.50214367
ENTPD4	1454.720275	1428.039443	1469.419984	1450.726567	10.50255991
RACGAP1	1625.325341	1645.330899	1081.960983	1450.872408	10.50270494
ACACB	1394.800447	1441.076931	1517.344682	1451.07402	10.5029054
STAU2	1461.378034	1404.571966	1487.29021	1451.08007	10.50291141
GYPC	1248.329755	1564.498477	1543.337738	1452.055324	10.50388071
ZNF93	1642.801958	1243.776289	1470.232267	1452.270171	10.50409415
PCMT1	1450.559176	1505.395201	1402.000493	1452.651623	10.50447304
TGS1	1537.942259	1366.32867	1455.611172	1453.294034	10.50511091
FAM104A	1463.874693	1507.133533	1389.003965	1453.337397	10.50515395
OLFML3	1297.430726	1400.226137	1662.743342	1453.466735	10.50528234
C17orf70	1374.827171	1585.358457	1401.18821	1453.791279	10.50560444
HEATR2	1473.029111	1614.910095	1275.284342	1454.407849	10.50621618
ELMO1	1438.908098	1547.115161	1377.632002	1454.551754	10.50635891
CSF2RA	1396.464886	1640.98507	1327.270455	1454.906804	10.50671103
VKORC1	1383.981589	1534.946839	1446.676059	1455.201496	10.50700322
NPDC1	1346.531696	1475.843564	1545.774588	1456.049949	10.50784413
THUMPD1	1542.103358	1207.271325	1621.316908	1456.897197	10.50868336
GORASP1	1502.156806	1494.965212	1373.570587	1456.897535	10.5086837
KIAA0240	1481.35131	1461.067745	1428.805833	1457.074962	10.50885939
SH3GL1	1473.029111	1574.928467	1325.645889	1457.867822	10.50964421
MICAL3	1495.499047	1514.956026	1364.635474	1458.363515	10.51013466
PKIB	1349.028356	1332.431203	1695.234663	1458.898074	10.51066338
NAA40	1427.25702	1514.956026	1434.491814	1458.90162	10.51066688
CENPJ	1663.607454	1300.272068	1413.372455	1459.083992	10.51084722
PDHB	1485.512409	1593.180949	1298.840549	1459.177969	10.51094014
KIF23	1706.050666	1443.684428	1229.796493	1459.843862	10.51159836
RERE	1400.625985	1502.787704	1478.355097	1460.589595	10.51233514
CARS2	1437.243658	1567.105975	1379.256568	1461.202067	10.51293998
TRHDE	1512.975663	1333.300369	1537.651757	1461.309263	10.51304582
TNN	1466.371353	1427.170278	1490.539342	1461.360324	10.51309623
C14orf159	1315.739562	1510.610196	1557.958833	1461.436197	10.51317113
ZNF621	1416.438162	1499.311041	1470.232267	1461.993823	10.5137215
GBAS	1498.827926	1479.320227	1410.935606	1463.02792	10.51474159
RBM28	1564.573293	1423.693614	1402.812776	1463.693228	10.5153975
IFT122	1437.243658	1681.835863	1272.03521	1463.70491	10.51540901
VMA21	1457.216934	1409.786961	1527.092078	1464.698658	10.51638816
TRIM13	1438.908098	1379.366157	1575.829059	1464.701105	10.51639057
PQBP1	1446.398077	1581.012628	1367.072323	1464.827676	10.51651524
TMEM106C	1435.579219	1644.461733	1315.08621	1465.042387	10.51672669
LRRCC1	1574.559931	1097.756432	1722.852286	1465.056216	10.51674031
BLCAP	1474.693551	1495.834377	1426.368984	1465.632304	10.51730749
BLM	1634.47976	1325.477877	1440.177795	1466.71181	10.51836971
PGAM5	1493.002387	1628.816748	1279.345757	1467.054964	10.51870721
RAB11B	1517.136763	1552.330156	1333.768719	1467.745213	10.51938584
PTGS1	1374.827171	1495.834377	1533.590342	1468.083963	10.51971877
LSM14B	1469.700232	1560.152648	1377.632002	1469.161627	10.52077741
RNF38	1488.009068	1420.216951	1499.474455	1469.233492	10.52084797
PEX26	1448.062516	1577.535965	1384.130266	1469.909582	10.5215117
SPATA20	1482.183529	1513.217694	1417.43387	1470.945031	10.52252762
SLC20A1	1458.049154	1488.011885	1467.795418	1471.285486	10.5228615
FAM193B	1400.625985	1512.348528	1502.723587	1471.899367	10.52346332
DCK	1513.807883	1485.404388	1419.058436	1472.756902	10.5243036
SMURF1	1456.384715	1543.638498	1423.119851	1474.381021	10.52589369
IFNGR2	1496.331267	1592.311784	1335.393285	1474.678779	10.52618502
BTBD1	1521.297862	1441.946097	1461.297153	1474.847037	10.52634962
MYD88	1445.565857	1593.180949	1389.003965	1475.916924	10.5273958
ARMC1	1536.277819	1534.077674	1361.386342	1477.247278	10.52869563
LIG3	1560.412194	1675.751702	1198.929738	1478.364545	10.52978635
AGGF1	1593.700988	1221.177978	1620.504625	1478.461197	10.52988066
TARS2	1422.263701	1617.517592	1396.314512	1478.698602	10.53011231
CTSL1	1349.860575	1547.115161	1540.088606	1479.021448	10.53042726
USP31	1364.840532	1485.404388	1587.201022	1479.148647	10.53055133
KIAA1804	1491.337948	1488.881051	1458.860304	1479.693101	10.53108227
LOC100507552	1664.439674	1557.545151	1219.236813	1480.407213	10.53177835
LOC595101	1463.042473	1469.759403	1510.846418	1481.216098	10.53256642
YTHDC2	1618.667583	1218.570481	1606.695814	1481.311292	10.53265913
SAP30BP	1496.331267	1532.339342	1416.621587	1481.764065	10.53310004
TNKS1BP1	1276.62523	1452.376086	1716.354022	1481.785113	10.53312053
PHF14	1642.801958	1275.935425	1527.904361	1482.213915	10.53353796
DAGLB	1424.760361	1582.75096	1440.177795	1482.563038	10.53387773
FAM43A	1533.781159	1516.694357	1399.563644	1483.346387	10.53463982
HEXIM1	1426.4248	1494.096046	1529.528927	1483.349924	10.53464326
GOLGA4	1537.942259	929.1382624	1983.595135	1483.558552	10.53484615
FKBP9	1512.975663	1638.377572	1300.465115	1483.93945	10.53521651
MAT2B	1406.451524	1515.825191	1530.34121	1484.205975	10.5354756
FTSJ2	1495.499047	1607.956768	1350.01438	1484.490065	10.53575172
OSGEP	1434.746999	1647.06923	1373.570587	1485.128939	10.53637248
PHF15	1383.981589	1607.956768	1464.546285	1485.494881	10.53672792
PPP2CB	1532.11672	1482.79689	1441.802361	1485.57199	10.5368028
GABARAP	1432.250339	1501.049372	1523.842946	1485.714219	10.53694092
SSBP3	1493.002387	1636.63924	1328.895021	1486.178883	10.53739206
AK3	1537.942259	1369.805333	1553.085135	1486.944242	10.53813483
OXSR1	1464.706913	1500.180207	1498.662172	1487.849764	10.53901314
RDX	1703.554006	1142.083888	1618.067776	1487.90189	10.53906369
DCPS	1470.532452	1607.956768	1385.754833	1488.081351	10.53923768
MRPL9	1449.726956	1589.704286	1427.99355	1489.141597	10.54026523
HIF1AN	1494.666827	1501.918538	1471.04455	1489.209972	10.54033147
MRPL20	1456.384715	1615.779261	1397.126795	1489.76359	10.54086769
TMEM181	1437.243658	1417.609454	1618.880059	1491.24439	10.542301
DHCR7	1391.471567	1559.283482	1523.030663	1491.261904	10.54231794
PAQR4	1476.357991	1616.648427	1381.693417	1491.566612	10.54261269
SIRT7	1503.821245	1584.489291	1386.567116	1491.625884	10.54267002
GOLIM4	1654.453036	1351.552851	1469.419984	1491.808624	10.54284676
BMP8A	1393.136007	1514.956026	1569.330795	1492.474276	10.54349035
PPRC1	1597.029867	1567.975141	1315.08621	1493.363739	10.54434989
TAP1	1495.499047	1533.208508	1452.36204	1493.689865	10.54466492
C5orf43	1553.754435	1413.263624	1514.09555	1493.704537	10.54467909
UBE2H	1499.660146	1468.021071	1514.09555	1493.925589	10.54489258
PDCD4	1568.734393	1283.757917	1630.252022	1494.24811	10.545204
MLST8	1297.430726	1520.17102	1665.992474	1494.531407	10.5454775
PQLC2	1527.123401	1641.854235	1315.08621	1494.687949	10.5456286
PNPT1	1572.895492	1423.693614	1488.914776	1495.167961	10.54609184
RICTOR	1583.71435	990.8490356	1911.301947	1495.288444	10.54620809
FYB	1587.875449	1088.195608	1810.578852	1495.549969	10.5464604
KIAA1797	1522.130082	1581.881794	1383.317983	1495.77662	10.54667902
GOLPH3L	1570.398832	1515.825191	1403.625059	1496.616361	10.54748874
TGIF2	1486.344629	1626.209251	1377.632002	1496.728627	10.54759695
POLR1B	1544.600017	1565.367643	1380.881134	1496.949598	10.54780993
ATP5I	1421.431481	1561.89098	1509.221852	1497.514771	10.54835452
OPA3	1478.02243	1687.920024	1328.895021	1498.279158	10.54909074
DLGAP5	1827.554762	1458.460247	1209.489417	1498.501475	10.54930479
FCF1	1548.761116	1528.862679	1419.870719	1499.164838	10.54994331
ENOSF1	1487.176849	1459.329413	1553.085135	1499.863799	10.55061578
ZNF532	1504.653465	1518.432689	1478.355097	1500.480417	10.55120877
PCCB	1463.874693	1660.975883	1379.256568	1501.369048	10.55206293
SNX9	1545.432237	1540.161834	1419.058436	1501.550836	10.5522376
MPG	1437.243658	1609.6951	1458.048021	1501.66226	10.55234466
CNDP2	1437.243658	1506.264367	1562.020248	1501.842758	10.55251806
PRKD3	1580.38547	1356.767846	1568.518512	1501.890609	10.55256402
PSMC4	1481.35131	1654.891723	1369.509172	1501.917401	10.55258976
NEFH	1628.654221	1668.798376	1208.677134	1502.043244	10.55271063
LOC440354	1492.170168	1494.096046	1520.593814	1502.286676	10.55294443
ATXN2	1519.633422	1587.096789	1401.18821	1502.639474	10.55328319
RRN3	1544.600017	1533.208508	1430.430399	1502.746308	10.55338576
ARMC6	1477.19021	1657.49922	1373.570587	1502.753339	10.55339251
ERGIC2	1594.533207	1286.365415	1630.252022	1503.716881	10.55431725
ACAD10	1535.445599	1598.395944	1378.444285	1504.095276	10.55468024
ATMIN	1570.398832	1528.862679	1415.809304	1505.023605	10.5555704
ATPAF1	1472.196891	1605.349271	1441.802361	1506.449508	10.5569366
SNX27	1466.371353	1566.236809	1489.727059	1507.445074	10.55788972
TRMT112	1461.378034	1661.845049	1403.625059	1508.949381	10.55932869
FLJ31306	1531.2845	1328.085374	1668.429324	1509.266399	10.55963176
FAM101B	1366.504972	1564.498477	1596.948418	1509.317289	10.55968041
RNF145	1395.632666	1360.244509	1772.40155	1509.426242	10.55978455
SAP130	1616.170923	1600.134276	1312.649361	1509.65152	10.55999985
MAN2A1	1586.211009	1242.907124	1704.982059	1511.366731	10.56163806
FAM203B	1534.613379	1634.900909	1367.072323	1512.195537	10.56242899
FGFR1OP2	1532.11672	1176.850521	1827.636796	1512.201345	10.56243453
SLC35A1	1466.371353	1401.095303	1669.241607	1512.236087	10.56246767
VPRBP	1468.868012	1656.630054	1412.560172	1512.68608	10.56289691
C5orf20	1569.566612	1661.845049	1306.96338	1512.79168	10.56299762
WBSCR16	1592.036548	1570.582638	1376.819719	1513.146302	10.56333577
LZTS2	1514.640103	1533.208508	1492.976191	1513.608267	10.56377616
RBM15	1528.78784	1608.825934	1404.437342	1514.017039	10.56416573
LOC146880	1486.344629	1427.170278	1628.627456	1514.047454	10.56419471
WDR12	1428.92146	1512.348528	1601.822116	1514.364035	10.56449634
RSU1	1516.304543	1567.105975	1460.48487	1514.631796	10.5647514
MUM1	1573.727712	1661.845049	1310.212512	1515.261757	10.56535132
BAK1	1447.230296	1527.993513	1570.955361	1515.393057	10.56547633
CYBASC3	1409.780404	1581.012628	1558.771116	1516.521382	10.56655012
ENGASE	1435.579219	1487.142719	1627.00289	1516.574942	10.56660108
PTAR1	1581.21769	1069.943125	1899.117701	1516.759506	10.56677664
REV1	1572.895492	1434.99277	1542.525455	1516.804572	10.5668195
BFAR	1493.002387	1593.180949	1464.546285	1516.909874	10.56691966
UBE2O	1588.707669	1654.022557	1311.024795	1517.91834	10.56787846
PSKH1	1562.076634	1555.806819	1441.802361	1519.895271	10.5697562
ZBTB34	1526.291181	1462.806076	1570.955361	1520.017539	10.56987226
LOC100505686	1474.693551	1598.395944	1487.29021	1520.126568	10.56997573
RELT	1475.525771	1608.825934	1479.979663	1521.443789	10.57122532
MLLT10	1570.398832	1475.843564	1523.842946	1523.361781	10.57304289
KRCC1	1600.358746	1361.113675	1609.944946	1523.805789	10.57346333
SRP54	1602.855406	1460.198579	1508.409569	1523.821184	10.5734779
UBXN6	1446.398077	1473.236066	1652.183663	1523.939269	10.57358969
FBXO5	1731.017261	1459.329413	1381.693417	1524.013364	10.57365984
TEC	1550.425556	1424.56278	1597.760701	1524.249679	10.57388353
HMG20A	1527.123401	1598.395944	1447.488342	1524.335896	10.57396513
USP20	1523.794521	1575.797633	1473.481399	1524.357851	10.57398591
KIF2A	1627.822001	1361.982841	1584.764172	1524.856338	10.57445761
ALG3	1593.700988	1647.938396	1337.017851	1526.219078	10.57574635
FNDC3A	1590.372108	1162.074702	1826.824513	1526.423774	10.57593983
SLC19A1	1483.015749	1688.78919	1407.686474	1526.497138	10.57600917
EPB41	1508.814564	1522.778518	1552.272852	1527.955311	10.57738663
VPS4B	1675.258532	1449.768589	1461.297153	1528.774758	10.57816015
WIPF2	1506.317905	1628.816748	1452.36204	1529.165564	10.5785289
KDM4B	1410.612624	1628.816748	1548.211437	1529.213603	10.57857422
CDC6	1518.801202	1686.181692	1384.130266	1529.704387	10.57903717
GPR108	1507.150125	1591.442618	1490.539342	1529.710695	10.57904311
TTC1	1569.566612	1587.096789	1432.867248	1529.84355	10.57916841
LARP7	1749.326097	1247.252953	1596.136135	1530.905062	10.5801691
RPL21P28	1456.384715	1480.189393	1656.245078	1530.939729	10.58020177
GATAD1	1477.19021	1525.386015	1590.450154	1531.008793	10.58026685
C7orf50	1462.210253	1767.883279	1363.010908	1531.034814	10.58029137
C19orf22	1528.78784	1678.3592	1386.567116	1531.238052	10.58048287
FPGS	1443.901417	1623.601753	1529.528927	1532.344032	10.58152452
CD2BP2	1493.002387	1697.480848	1406.874191	1532.452475	10.58162662
DENND1C	1468.035792	1622.732587	1507.597286	1532.788555	10.58194298
C8orf73	1412.277063	1459.329413	1726.913701	1532.840059	10.58199145
