Entry	Gene names	yourlist:M20200923E5A08BB0B2D1C45B0C7BC3B55FD26556BA4708Z
O43524	FOXO3 FKHRL1 FOXO3A	2309
Q96HI0	SENP5 FKSG45	205564
Q9P0J6	MRPL36 BRIP1	64979
P50548	ERF	2077
Q6WCQ1	MPRIP KIAA0864 MRIP RHOIP3	23164
P19397	CD53 MOX44 TSPAN25	963
Q96AD5	PNPLA2 ATGL FP17548	57104
Q96T37	RBM15 OTT OTT1	64783
Q6NW34	NEPRO C3orf17	25871
P46527	CDKN1B KIP1	1027
P56557	TMEM50B C21orf4 UNQ167/PRO193	757
Q96A73	KIAA1191 P33MONOX	57179
Q12983	BNIP3 NIP3	664
Q8IWF6	DENND6A FAM116A	201627
P78362	SRPK2	6733
Q96H55	MYO19 MYOHD1	80179
Q969K3	RNF34	80196
Q6V1X1	DPP8 DPRP1 MSTP097 MSTP135 MSTP141	54878
Q2VPB7	AP5B1 PP1030	91056
Q9P2D3	HEATR5B KIAA1414	54497
Q9UID3	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382	738
P38432	COIL CLN80	8161
Q9NYA4	MTMR4 KIAA0647 ZFYVE11	9110
P61218	POLR2F POLRF	5435
P28065	PSMB9 LMP2 PSMB6i RING12	5698
Q9BRD0	BUD13	84811
Q2KHT3	CLEC16A KIAA0350	23274
O00241	SIRPB1	10326
Q5TFQ8	SIRPB1	10326
Q8WUX1	SLC38A5 JM24 SN2 SNAT5 PP7194	92745
O75387	SLC43A1 LAT3 PB39 POV1	8501
P51970	NDUFA8	4702
P22415	USF1 BHLHB11 USF	7391
Q9P0I2	EMC3 TMEM111	55831
Q14CX7	NAA25 C12orf30 MDM20 NAP1	80018
Q01970	PLCB3	5331
Q9BX40	LSM14B C20orf40 FAM61B RAP55B	149986
O00115	DNASE2 DNASE2A DNL2	1777
Q8N1G4	LRRC47 KIAA1185	57470
P18887	XRCC1	7515
Q9P2B7	CFAP97 KIAA1430	57587
Q9BYC5	FUT8	2530
Q9NXR7	BABAM2 BRCC45 BRE	9577
Q9GZZ9	UBA5 UBE1DC1	79876
O75907	DGAT1 AGRP1 DGAT	8694
Q8N6M0	OTUD6B DUBA5 CGI-77	51633
P49448	GLUD2 GLUDP1	2747
Q9Y253	POLH RAD30 RAD30A XPV	5429
Q5PRF9	SAMD4B SMAUG2	55095
Q52LJ0	FAM98B	283742
Q9UGN5	PARP2 ADPRT2 ADPRTL2	10038
P19447	ERCC3 XPB XPBC	2071
Q9Y2I1	NISCH IRAS KIAA0975	11188
Q8N0S6	CENPL C1orf155 ICEN33	91687
Q96BD5	PHF21A BHC80 KIAA1696 BM-006	51317
Q6YHU6	THADA GITA KIAA1767	63892
Q14653	IRF3	3661
Q9Y2Q5	LAMTOR2 MAPBPIP ROBLD3 HSPC003	28956
Q9H3S7	PTPN23 KIAA1471	25930
Q765P7	MTSS2 MTSS1L	92154
Q32P41	TRMT5 KIAA1393 TRM5	57570
O43615	TIMM44 MIMT44 TIM44	10469
Q9BQE6	LBHD1 C11orf48	79081
Q5TCX8	MAP3K21 KIAA1804 MLK4	84451
Q9BQC6	MRPL57 MRP63	78988
Q9Y3C1	NOP16 CGI-117 HSPC111	51491
Q8WVJ2	NUDCD2	134492
O00458	IFRD1	3475
Q13033	STRN3 GS2NA SG2NA	29966
Q8TF74	WIPF2 WICH WIRE PP10631	147179
P25208	NFYB HAP3	4801
Q9NW81	DMAC2 ATP5SL	55101
Q9NRX4	PHPT1 PHP14 CGI-202 HSPC141	29085
P60484	PTEN MMAC1 TEP1	5728
Q4FZB7	KMT5B SUV420H1 CGI-85	51111
Q86SE9	PCGF5 RNF159	84333
Q8TC12	RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82	51109
P16671	CD36 GP3B GP4	948
Q15390	MTFR1 CHPPR FAM54A2 KIAA0009	9650
Q9NXX6	NSMCE4A C10orf86 PP4762	54780
Q52LR7	EPC2	26122
Q3ZCT1	ZNF260 ZFP260	339324
Q9Y6Q9	NCOA3 AIB1 BHLHE42 RAC3 TRAM1	8202
Q99942	RNF5 G16 NG2 RMA1	6048
P19544	WT1	7490
O94925	GLS GLS1 KIAA0838	2744
Q6ZS17	RIPOR1 FAM65A KIAA1930	79567
P09661	SNRPA1	6627
Q9NUA8	ZBTB40 KIAA0478	9923
Q96DN5	TBC1D31 WDR67	93594
Q9BQ52	ELAC2 HPC2	60528
Q16854	DGUOK DGK	1716
Q86VW1	SLC22A16 OCT6	85413
Q8TD23	ZNF675 TIZ	171392
Q15011	HERPUD1 HERP KIAA0025 MIF1	9709
O00400	SLC33A1 ACATN AT1	9197
Q14207	NPAT CAND3 E14	4863
Q9H0R1	AP5M1 C14orf108 MUDENG	55745
Q9UMS0	NFU1 HIRIP5 CGI-33	27247
O60347	TBC1D12 KIAA0608	23232
Q96T21	SECISBP2 SBP2	79048
Q9Y6A4	CFAP20 BUG22 C16orf80 GTL3	29105
Q9NWZ3	IRAK4	51135
P31150	GDI1 GDIL OPHN2 RABGDIA XAP4	2664
Q9BZL3	SMIM3 C5orf62 NID67	85027
Q96IV0	NGLY1 PNG1	55768
Q9BX10	GTPBP2	54676
O14653	GOSR2 GS27	9570
Q9NRX6	TMEM167B C1orf119 AD-020	56900
P42680	TEC PSCTK4	7006
O75474	FRAT2	23401
P09132	SRP19	6728
Q9NQR4	NIT2 CUA002	56954
P33527	ABCC1 MRP MRP1	4363
P11274	BCR BCR1 D22S11	613
Q0VD83	APOBR APOB48R	55911
Q5T036	FAM120AOS C9orf10OS	158293
Q5JVF3	PCID2 HT004	55795
Q12767	TMEM94 KIAA0195	9772
Q9NWQ9	C14orf119 My028	55017
Q7Z4W1	DCXR SDR20C1	51181
O75251	NDUFS7	374291
Q99062	CSF3R GCSFR	1441
Q6DD87	ZNF787	126208
Q8WUN7	UBTD2 DCUBP SB72	92181
Q9H813	PACC1 C1orf75 TMEM206	55248
Q15973	ZNF124	7678
Q9BYM8	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	10616
Q9UDY2	TJP2 X104 ZO2	9414
O43427	FIBP	9158
P11474	ESRRA ERR1 ESRL1 NR3B1	2101
Q9NVU0	POLR3E KIAA1452	55718
Q9Y4E1	WASHC2C FAM21C KIAA0592 VPEF	253725
Q9HAP2	MLXIP BHLHE36 KIAA0867 MIR MONDOA	22877
O75072	FKTN FCMD	2218
Q92530	PSMF1	9491
Q6P5S7	RNASEK	440400
Q96S19	METTL26 JFP2 C16orf13	84326
Q9BUK0	CHCHD7	79145
O15067	PFAS KIAA0361	5198
O00170	AIP XAP2	9049
P30626	SRI	6717
Q9UHB6	LIMA1 EPLIN SREBP3 PP624	51474
O60296	TRAK2 ALS2CR3 KIAA0549	66008
Q99570	PIK3R4 VPS15	30849
Q9P1Q0	VPS54 HCC8	51542
O15066	KIF3B KIAA0359	9371
Q9H0F6	SHARPIN SIPL1 PSEC0216	81858
P16930	FAH	2184
Q8TCC3	MRPL30 MRPL28 RPML28 HSPC249	51263
Q8NE00	TMEM104	54868
Q9NTX7	RNF146	81847
O14562	UBFD1 UBPH	56061
P54259	ATN1 D12S755E DRPLA	1822
P35612	ADD2 ADDB	119
Q7Z6K3	PTAR1	375743
Q96EP0	RNF31 ZIBRA	55072
Q8TEV9	SMCR8	140775
Q9P055	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327	51528
Q9NWK9	ZNHIT6 BCD1 C1orf181	54680
Q5VST6	ABHD17B C9orf77 FAM108B1 CGI-67	51104
P46063	RECQL RECQ1 RECQL1	5965
Q9BVK8	TMEM147	10430
P61024	CKS1B CKS1 PNAS-143 PNAS-16	1163
Q504T8	MIDN	90007
Q8N1G1	REXO1 ELOABP1 KIAA1138 TCEB3BP1	57455
Q9UMX5	NENF CIR2 SPUF	29937
O43617	TRAPPC3 BET3 CDABP0066	27095
Q9Y5V0	ZNF706 HSPC038 PNAS-113	51123
O60716	CTNND1 KIAA0384	1500
Q96EP9	SLC10A4	201780
Q96GE4	CEP95 CCDC45 CEP45	90799
P39210	MPV17	4358
Q9UBS8	RNF14 ARA54 HRIHFB2038	9604
Q9H336	CRISPLD1 CRISP10 LCRISP1 UNQ342/PRO541	83690
Q9UKM7	MAN1B1 UNQ747/PRO1477	11253
Q8IUR7	ARMC8 S863-2	25852
Q08828	ADCY1	107
Q9NVV0	TMEM38B C9orf87	55151
Q7L523	RRAGA	10670
O15085	ARHGEF11 KIAA0380	9826
Q9Y4B6	DCAF1 KIAA0800 RIP VPRBP	9730
A0AVK6	E2F8	79733
Q658P3	STEAP3 TSAP6	55240
Q14140	SERTAD2 KIAA0127 TRIPBR2	9792
Q9HBM1	SPC25 SPBC25 AD024	57405
Q9GZN8	C20orf27	54976
P28702	RXRB NR2B2	6257
Q96HY7	DHTKD1 KIAA1630	55526
Q49AG3	ZBED5 Buster1	58486
P11182	DBT BCATE2	1629
Q96K30	RITA1 C12orf52 RITA PSEC0043	84934
Q8N8D1	PDCD7	10081
Q14764	MVP LRP	9961
Q06547	GABPB1 E4TF1B GABPB GABPB2	2553
O94986	CEP152 KIAA0912	22995
Q8N9T8	KRI1	65095
Q567U6	CCDC93	54520
Q8NCN5	PDPR KIAA1990	55066
O00154	ACOT7 BACH	11332
P20020	ATP2B1 PMCA1	490
Q9UPG8	PLAGL2 KIAA0198	5326
Q8NF64	ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007	83637
Q99547	MPHOSPH6 MPP6	10200
Q9BQ67	GRWD1 GRWD KIAA1942 WDR28	83743
P40189	IL6ST	3572
Q9Y6X3	MAU2 KIAA0892 SCC4	23383
P78346	RPP30 RNASEP2	10556
Q9BVC3	DSCC1 DCC1 UNQ9337/PRO34008	79075
Q9NYG5	ANAPC11 HSPC214	51529
Q9UBB9	TFIP11 STIP HSPC006	24144
Q9C0E8	LNPK KIAA1715 LNP	80856
Q9P2E3	ZNFX1 KIAA1404	57169
Q9UPV9	TRAK1 KIAA1042 OIP106	22906
Q9UIA0	CYTH4 CYT4 PSCD4	27128
Q9UEU0	VTI1B VTI1 VTI1L VTI1L1 VTI2	10490
O95487	SEC24B	10427
Q9Y4R8	TELO2 KIAA0683	9894
Q8WYQ9	ZCCHC14 KIAA0579	23174
Q6N043	ZNF280D KIAA1584 SUHW4 ZNF634	54816
Q7Z3D4	LYSMD3	116068
Q5JPI3	C3orf38	285237
Q96BJ3	AIDA C1orf80	64853
Q9HD42	CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1	5119
Q96PV6	LENG8 KIAA1932	114823
Q96DV4	MRPL38 HSPC262	64978
Q9UI95	MAD2L2 MAD2B REV7	10459
Q9NX47	MARCHF5 MARCH5 RNF153	54708
P56181	NDUFV3	4731
Q96G21	IMP4 BXDC4	92856
O94842	TOX4 C14orf92 KIAA0737	9878
Q9NRY2	INIP C9orf80 SSBIP1 HSPC043 HSPC291	58493
P54852	EMP3 YMP	2014
Q9H0R4	HDHD2	84064
E0CX11	STMP1 C7orf73	647087
Q7L1V2	MON1B HSRG1 KIAA0872 SAND2	22879
Q06587	RING1 RNF1	6015
O43678	NDUFA2	4695
Q13203	MYBPH	4608
P82932	MRPS6 C21orf101 RPMS6	64968
Q63HM2	PCNX4 C14orf135 FBP2 PCNXL4	64430
Q9NZC2	TREM2	54209
Q13572	ITPK1	3705
Q8NFH4	NUP37	79023
Q96N64	PWWP2A KIAA1935 MST101	114825
Q15031	LARS2 KIAA0028	23395
P29084	GTF2E2 TF2E2	2961
Q7Z3U7	MON2 KIAA1040 SF21	23041
Q7L0R7	RNF44 KIAA1100	22838
P98170	XIAP API3 BIRC4 IAP3	331
O00255	MEN1 SCG2	4221
Q8NDD1	C1orf131 cPERP-A	128061
Q9NVS2	MRPS18A	55168
Q7L591	DOK3	79930
Q14CZ0	C16orf72	29035
Q9Y3L5	RAP2C	57826
Q7L1T6	CYB5R4 NCB5OR	51167
Q96SZ5	ADO C10orf22	84890
Q86YD1	PTOV1 ACID2 PP642 UNQ6127/PRO20092	53635
P84085	ARF5	381
Q9H3R5	CENPH ICEN35	64946
Q6PGQ7	BORA C13orf34	79866
Q9Y6M4	CSNK1G3	1456
P36404	ARL2	402
P17535	JUND	3727
Q96BR5	COA7 C1orf163 RESA1 SELRC1	65260
Q7Z6I8	C5orf24	134553
Q9NX55	HYPK C15orf63 HSPC136	25764
Q4V328	GRIPAP1 KIAA1167	56850
P38484	IFNGR2 IFNGT1	3460
Q9Y2K2	SIK3 KIAA0999 QSK L19	23387
Q9UHB4	NDOR1 NR1	27158
Q8N6S4	ANKRD13C	81573
Q8WUH1	CHURC1 C14orf52 CHCH My015	91612
Q9BRF8	CPPED1 CSTP1	55313
Q9UMZ2	SYNRG AP1GBP1 SYNG	11276
Q9NVZ3	NECAP2	55707
Q5T5U3	ARHGAP21 ARHGAP10 KIAA1424	57584
Q92995	USP13 ISOT3	8975
O75081	CBFA2T3 MTG16 MTGR2 ZMYND4	863
O95870	ABHD16A BAT5 G5 NG26 PP199	7920
O94910	ADGRL1 KIAA0821 LEC2 LPHN1	22859
O75683	SURF6 SURF-6	6838
Q86V86	PIM3	415116
Q02742	GCNT1 NACGT2	2650
Q7Z3D6	DGLUCY C14orf159 UNQ2439/PRO5000	80017
Q69YN2	CWF19L1	55280
Q8TB61	SLC35B2 PAPST1 PSEC0149	347734
Q14746	COG2 LDLC	22796
Q86XT9	TMEM219	124446
O15151	MDM4 MDMX	4194
Q9UGH3	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	9962
Q8IWF2	FOXRED2 ERFAD	80020
Q92918	MAP4K1 HPK1	11184
Q9NTN3	SLC35D1 KIAA0260 UGTREL7	23169
Q96GQ5	RUSF1 C16orf58	64755
Q9GZT6	CCDC90B CUA003 MDS011 MDS025	60492
Q05BQ5	MBTD1	54799
Q96CJ1	EAF2 TRAITS BM-040	55840
Q96KE9	BTBD6 BDPL	90135
Q9H2C2	ARV1 HT035	64801
Q6YBV0	SLC36A4 PAT4	120103
Q4L180	FILIP1L COL4A3BPIP DOC1 GIP90	11259
Q15067	ACOX1 ACOX	51
P0CF97	FAM200B C4orf53	285550
O14802	POLR3A	11128
Q9H7X0	NAA60 HAT4 NAT15 UNQ2771/PRO7155	79903
Q9NUX5	POT1	25913
P29466	CASP1 IL1BC IL1BCE	834
Q9NVV4	MTPAP PAPD1	55149
Q68D10	SPTY2D1	144108
Q70CQ4	USP31 KIAA1203	57478
Q9UIQ6	LNPEP OTASE	4012
Q96GC6	ZNF274 ZKSCAN19 SP2114	10782
Q9Y535	POLR3H KIAA1665 RPC8	171568
Q8IYI6	EXOC8	149371
Q9BXP2	SLC12A9 CCC6 CIP1	56996
Q8TEU7	RAPGEF6 PDZGEF2	51735
Q9Y2H6	FNDC3A FNDC3 HUGO KIAA0970	22862
P0C2W1	FBXO45 FBX45	200933
Q14457	BECN1 GT197	8678
Q8IUR5	TMTC1 ARG99	83857
O43402	EMC8 C16orf2 C16orf4 COX4AL COX4NB FAM158B NOC4	10328
Q8WVX3	C4orf3	401152
Q9BPX5	ARPC5L	81873
Q9P0P0	RNF181 HSPC238	51255
Q96F44	TRIM11 RNF92	81559
P17010	ZFX	7543
P33552	CKS2	1164
Q9Y333	LSM2 C6orf28 G7B	57819
Q13112	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7	8208
P49674	CSNK1E	1454
Q92521	PIGB	9488
Q8N680	ZBTB2 KIAA1483 ZNF437	57621
Q96LB3	IFT74 CCDC2 CMG1	80173
Q66GS9	CEP135 CEP4 KIAA0635	9662
O14662	STX16	8675
P17544	ATF7 ATFA	11016
Q9BX73	TM2D2 BLP1	83877
P09960	LTA4H LTA4	4048
Q6EMB2	TTLL5 KIAA0998 STAMP	23093
Q86VQ1	GLCCI1	113263
Q9UHD4	CIDEB	27141
Q8WYA6	CTNNBL1 C20orf33 PP8304	56259
Q6PD74	AAGAB	79719
Q8TDP1	RNASEH2C AYP1	84153
Q9Y2U5	MAP3K2 MAPKKK2 MEKK2	10746
Q8NDZ2	SIMC1 C5orf25	375484
Q8NEV1	CSNK2A3 CSNK2A1P	283106
Q9NS91	RAD18 RNF73	56852
Q9Y3B2	EXOSC1 CSL4 CGI-108	51013
Q9H4M9	EHD1 PAST PAST1 CDABP0131	10938
O95450	ADAMTS2 PCINP PCPNI	9509
Q7Z3V4	UBE3B	89910
Q9NW13	RBM28	55131
O75688	PPM1B PP2CB	5495
Q9H0X9	OSBPL5 KIAA1534 OBPH1 ORP5	114879
Q6P0Q8	MAST2 KIAA0807 MAST205	23139
Q6Y2X3	DNAJC14 DRIP78 HDJ3	85406
Q3YBR2	TBRG1 NIAM	84897
P51955	NEK2 NEK2A NLK1	4751
Q8N2I9	STK40 SGK495 SHIK	83931
Q86SF2	GALNT7	51809
Q8N488	RYBP DEDAF YEAF1	23429
Q92630	DYRK2	8445
O75317	USP12 UBH1 USP12L1	219333
Q15555	MAPRE2 RP1	10982
Q14153	FAM53B KIAA0140 SMP	9679
Q7Z7F0	KHDC4 BLOM7 KIAA0907 SNORA80EHG	22889
Q8N587	ZNF561	93134
Q9C010	PKIB PRKACN2	5570
Q9NUY8	TBC1D23 NS4ATP1	55773
Q9BQ48	MRPL34	64981
Q9Y4D7	PLXND1 KIAA0620	23129
Q96SL4	GPX7 GPX6 UNQ469/PRO828	2882
Q14644	RASA3	22821
O15439	ABCC4 MRP4	10257
Q9H078	CLPB HSP78 SKD3	81570
Q8IUX1	TMEM126B HT007	55863
P78314	SH3BP2 3BP2 RES4-23	6452
O75170	PPP6R2 KIAA0685 PP6R2 SAPS2	9701
Q9BWT6	MND1 GAJ	84057
Q9BZI7	UPF3B RENT3B UPF3X	65109
Q7RTV0	PHF5A	84844
Q9NXF1	TEX10 L18 Nbla10363	54881
Q99447	PCYT2	5833
Q96MW1	CCDC43	124808
P19971	TYMP ECGF1	1890
Q8NDI1	EHBP1 KIAA0903 NACSIN	23301
Q9H2S1	KCNN2	3781
Q9Y4C1	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	55818
P62324	BTG1	694
P17568	NDUFB7	4713
Q969S0	SLC35B4 YEA4 PSEC0055	84912
Q8NFZ0	FBH1 FBX18 FBXO18	84893
O94885	SASH1 KIAA0790 PEPE1	23328
P17706	PTPN2 PTPT	5771
Q9BYI3	FAM126A DRCTNNB1A	84668
Q9ULI0	ATAD2B KIAA1240	54454
Q6ZRI6	C15orf39 FP6578	56905
Q99665	IL12RB2	3595
Q8WUK0	PTPMT1 MOSP PLIP PNAS-129	114971
P12694	BCKDHA	593
P57737	CORO7	79585
P15151	PVR PVS	5817
Q05932	FPGS	2356
P19784	CSNK2A2 CK2A2	1459
Q6NUT3	MFSD12 C19orf28	126321
P17081	RHOQ ARHQ RASL7A TC10	23433
O95747	OXSR1 KIAA1101 OSR1	9943
O95696	BRD1 BRL BRPF2	23774
O00330	PDHX PDX1	8050
Q9BRY0	SLC39A3 ZIP3	29985
Q8N4T4	ARHGEF39 C9orf100	84904
Q7LG56	RRM2B P53R2	50484
Q8N884	CGAS C6orf150 MB21D1	115004
P32970	CD70 CD27L CD27LG TNFSF7	970
Q6PJG2	MIDEAS C14orf117 C14orf43 ELMSAN1	91748
Q9NVK5	FGFR1OP2 HSPC123	26127
Q9UL18	AGO1 EIF2C1	26523
P29372	MPG AAG ANPG MID1	4350
O43181	NDUFS4	4724
Q96T76	MMS19 MMS19L	64210
Q93063	EXT2	2132
Q96NW4	ANKRD27 PP12899	84079
Q8NC56	LEMD2	221496
O95167	NDUFA3	4696
Q9NZN5	ARHGEF12 KIAA0382 LARG	23365
O95759	TBC1D8 VRP	11138
Q9Y399	MRPS2 CGI-91	51116
Q9NQ34	TMEM9B C11orf15 UNQ712/PRO1375	56674
Q96RK0	CIC KIAA0306	23152
O75027	ABCB7 ABC7	22
Q6UXT9	ABHD15 UNQ6510/PRO21435	116236
P13591	NCAM1 NCAM	4684
Q03188	CENPC CENPC1 ICEN7	1060
O14519	CDK2AP1 CDKAP1 DOC1	8099
Q9P275	USP36 KIAA1453	57602
Q9P0S3	ORMDL1 HSPC202	94101
Q96GG9	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	54165
Q8WW22	DNAJA4	55466
P28328	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	5828
O75394	MRPL33 C2orf1	9553
O75695	RP2	6102
P18433	PTPRA PTPA PTPRL2	5786
Q969M3	YIPF5 FINGER5 YIP1A PP12723 SB140 UNQ3123/PRO10275	81555
O60583	CCNT2	905
Q9NR50	EIF2B3	8891
P01033	TIMP1 CLGI TIMP	7076
Q9HAF1	MEAF6 C1orf149 CENP-28 EAF6	64769
O14735	CDIPT PIS PIS1	10423
Q7Z5N4	SDK1	221935
Q9UQ88	CDK11A CDC2L2 CDC2L3 PITSLREB	728642
Q13889	GTF2H3	2967
Q14774	HLX HLX1	3142
Q8NEZ2	VPS37A HCRP1	137492
O96006	ZBED1 ALTE DREF KIAA0785 TRAMP	9189
Q9H7D0	DOCK5	80005
Q9UPV0	CEP164 KIAA1052 NPHP15	22897
Q14919	DRAP1	10589
Q9UEE9	CFDP1 BCNT CENP-29	10428
Q9Y3E0	GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793	51026
Q9UNZ5	C19orf53 HSPC023	28974
Q9NX08	COMMD8 MDS022	54951
Q9H410	DSN1 C20orf172 MIS13	79980
Q9BWU0	SLC4A1AP HLC3	22950
Q00796	SORD	6652
B7ZAP0	RABGAP1L HHL KIAA0471	9910
Q5R372	RABGAP1L HHL KIAA0471	9910
Q9UJX6	ANAPC2 APC2 KIAA1406	29882
Q92785	DPF2 BAF45D REQ UBID4	5977
Q9NVG8	TBC1D13	54662
O60909	B4GALT2	8704
Q8NEM0	MCPH1	79648
Q6NUQ4	TMEM214 PP446	54867
Q9H3U1	UNC45A SMAP1	55898
O00762	UBE2C UBCH10	11065
Q9H5Q4	TFB2M NS5ATP5	64216
P78382	SLC35A1	10559
P49641	MAN2A2 MANA2X	4122
Q9UL26	RAB22A RAB22	57403
O00559	EBAG9 RCAS1	9166
Q8N3Z6	ZCCHC7 HSPC086	84186
Q00994	BEX3 DXS6984E NADE NGFRAP1	27018
Q969R5	L3MBTL2	83746
Q8NHQ9	DDX55 KIAA1595	57696
Q9Y5J9	TIMM8B DDP2 DDPL TIM8B	26521
P45974	USP5 ISOT	8078
O15270	SPTLC2 KIAA0526 LCB2	9517
Q8IXI1	RHOT2 ARHT2 C16orf39	89941
P63146	UBE2B RAD6B	7320
Q2NL82	TSR1 KIAA1401	55720
Q9NS28	RGS18 RGS13	64407
Q9H1K1	ISCU NIFUN	23479
Q5TA45	INTS11 CPSF3L RC68	54973
Q9Y666	SLC12A7 KCC4	10723
Q8IXL6	FAM20C DMP4	56975
P11171	EPB41 E41P	2035
Q96NY9	MUS81	80198
O60828	PQBP1 NPW38 JM26	10084
O94830	DDHD2 KIAA0725 SAMWD1	23259
P23443	RPS6KB1 STK14A	6198
Q13084	MRPL28 MAAT1	10573
O43791	SPOP	8405
Q8TCZ2	CD99L2 MIC2L1 UNQ1964/PRO4486	83692
Q7Z2Z1	TICRR C15orf42	90381
Q5SWH9	TMEM69 C1orf154 HSPC229	51249
O43167	ZBTB24 KIAA0441 ZNF450	9841
O15431	SLC31A1 COPT1 CTR1	1317
O15056	SYNJ2 KIAA0348	8871
Q9H0E9	BRD8 SMAP SMAP2	10902
Q16611	BAK1 BAK BCL2L7 CDN1	578
Q9H3H5	DPAGT1 DPAGT2	1798
Q1MSJ5	CSPP1 CSPP	79848
Q969T4	UBE2E3 UBCE4 UBCH9	10477
P50851	LRBA BGL CDC4L LBA	987
Q9BXB1	LGR4 GPR48	55366
Q96H78	SLC25A44 KIAA0446	9673
Q06730	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33	7581
Q16760	DGKD KIAA0145	8527
Q9Y5B6	PAXBP1 C21orf66 GCFC GCFC1	94104
Q96L58	B3GALT6	126792
Q9UIB8	CD84 SLAMF5	8832
Q5JPH6	EARS2 KIAA1970	124454
Q86T29	ZNF605	100289635
Q8NDV7	TNRC6A CAGH26 KIAA1460 TNRC6	27327
Q9Y5L4	TIMM13 TIM13B TIMM13A TIMM13B	26517
Q86UT6	NLRX1 NOD26 NOD5 NOD9	79671
P49815	TSC2 TSC4	7249
Q92902	HPS1 HPS	3257
Q7Z698	SPRED2	200734
Q8IY17	PNPLA6 NTE	10908
Q9UI43	MRM2 FJH1 FTSJ2	29960
A0MZ66	SHTN1 KIAA1598	57698
Q8TAT5	NEIL3	55247
Q8TBC3	SHKBP1 SB1 PP203	92799
P11233	RALA RAL	5898
P16383	GCFC2 C2orf3 GCF TCF9	6936
Q96FW1	OTUB1 OTB1 OTU1 HSPC263	55611
Q7Z403	TMC6 EVER1 EVIN1	11322
Q659C4	LARP1B LARP2	55132
A8K979	ERI2 EXOD1 KIAA1504	112479
Q9NU53	GINM1 C6orf72 UNQ710/PRO1361	116254
Q68DE3	USF3 KIAA2018	205717
O75616	ERAL1 HERA	26284
O15305	PMM2	5373
Q6ZNA4	RNF111	54778
Q6P2H3	CEP85 CCDC21	64793
Q9NVA4	TMEM184C TMEM34 PRO1355	55751
Q86UE8	TLK2	11011
Q14241	ELOA TCEB3 MSTP059	6924
P06865	HEXA	3073
O75346	ZNF253 BMZF1 ZNF411	56242
Q8NC67	NETO2 BTCL2 UNQ1926/PRO4401	81831
P28072	PSMB6 LMPY Y	5694
O00506	STK25 SOK1 YSK1	10494
Q6IBS0	TWF2 PTK9L MSTP011	11344
O43148	RNMT KIAA0398	8731
Q96RU3	FNBP1 FBP17 KIAA0554	23048
P41214	EIF2D HCA56 LGTN	1939
P51826	AFF3 LAF4	3899
Q3MHD2	LSM12	124801
P63272	SUPT4H1 SPT4H SUPT4H	6827
Q9BXW6	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B	114876
Q8IYX8	CEP57L1 C6orf182 CEP57R	285753
Q6P582	MZT2A FAM128A MOZART2A	653784
Q9UBT7	CTNNAL1	8727
Q9Y2D8	SSX2IP KIAA0923	117178
P82979	SARNP HCC1 HSPC316	84324
Q92599	SEPTIN8 KIAA0202 SEPT8	23176
Q96GX5	MASTL GW GWL THC2	84930
O15111	CHUK IKKA TCF16	1147
Q9BV68	RNF126	55658
P14550	AKR1A1 ALDR1 ALR	10327
P19838	NFKB1	4790
O15226	NKRF ITBA4 NRF	55922
Q149N8	SHPRH KIAA2023	257218
Q9UGU5	HMGXB4 HMG2L1 HMGBCG	10042
Q03924	ZNF117	51351
Q9H5J8	TAF1D JOSD3	79101
Q96RV3	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	22990
Q86VK4	ZNF410 APA1	57862
P29375	KDM5A JARID1A RBBP2 RBP2	5927
Q9HD64	XAGE1A GAGED2 XAGE1; XAGE1B XAGE1C XAGE1D XAGE1E	653067,653220
Q9P2C4	TMEM181 GPR178 KIAA1423	57583
Q86VI3	IQGAP3	128239
Q13405	MRPL49 C11orf4 NOF1 OK/SW-cl.67	740
Q15773	MLF2	8079
Q8NHH9	ATL2 ARL6IP2	64225
Q9NWU5	MRPL22 MRPL25 RPML25 HSPC158	29093
Q9BWG4	SSBP4	170463
P10746	UROS	7390
Q15834	CCDC85B DIPA	11007
Q14106	TOB2 KIAA1663 TOB4 TROB2	10766
Q7L9L4	MOB1B MOB4A MOBKL1A	92597
O95905	ECD	11319
Q8NEW0	SLC30A7 ZNT7 ZNTL2	148867
Q8WVP7	LMBR1 C7orf2 DIF14	64327
Q8IWV7	UBR1	197131
Q9UID6	ZNF639 ZASC1	51193
Q07890	SOS2	6655
