	CL.1.1	CL.1.2	CL.2.1	CL.2.2	CL.3.1	CL.3.2	Average	log2
3699	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
100506946	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
359806	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
285593	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
1669	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
6366	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
100506005	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
100506583	0	0	0	0.5007489	0.6205309	0.620274	0.290258967	-1.784587459
100505510	0	0	0	0.500748875	1.241061712	0	0.290301765	-1.784374753
100422997	0	0	0	0.500748875	1.241061712	0	0.290301765	-1.784374753
100287415	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
122481	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
3681	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
692111	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
83657	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
692076	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
91608	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
84634	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
444882	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
150483	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
78997	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
153201	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
100506401	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
100131608	0	0	0	0.5007489	1.241062	0	0.290301817	-1.784374495
128218	0	0	0	0	0	1.860821898	0.310136983	-1.689022521
643382	0	0	0	0	0	1.860822	0.310137	-1.689022442
404266	0	0	0	0	0	1.860822	0.310137	-1.689022442
100506109	0	0	0	0	0	1.860822	0.310137	-1.689022442
128506	0	0	0	0	0	1.860822	0.310137	-1.689022442
2912	0	0	0	0	0	1.860822	0.310137	-1.689022442
345079	0	0	0	0	0	1.860822	0.310137	-1.689022442
728780	0	0	0	0	0	1.860822	0.310137	-1.689022442
285598	0	0	0	0	0	1.860822	0.310137	-1.689022442
100505567	0	0	0	0	0	1.860822	0.310137	-1.689022442
142827	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
100507482	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
9628	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
84366	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
56729	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
400710	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
6819	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
100505695	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
100506756	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
2559	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
346288	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
116328	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
100507626	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
171484	0	0	0	0	0.6205309	1.240548	0.310179817	-1.688823281
100506589	0	0	0	0	1.241061712	0.620273966	0.310222613	-1.688624242
28997	0	0	0	0	1.241061712	0.620273966	0.310222613	-1.688624242
148696	0	0	0	0	1.241061712	0.620273966	0.310222613	-1.688624242
4256	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
6489	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
100506718	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
100506750	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
148014	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
100507307	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
10290	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
339766	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
57495	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
93655	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
256691	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
649238	0	0	0	0	1.241062	0.620274	0.310222667	-1.688623993
100506343	0	0	0	0	1.861592569	0	0.310265428	-1.688425144
100422989	0	0	0	0	1.861592569	0	0.310265428	-1.688425144
338599	0	0	0	0	1.861593	0	0.3102655	-1.68842481
245911	0	0	0	0	1.861593	0	0.3102655	-1.68842481
7379	0	0	0	0	1.861593	0	0.3102655	-1.68842481
100289143	0	0	0	0	1.861593	0	0.3102655	-1.68842481
3175	0	0	0	0	1.861593	0	0.3102655	-1.68842481
79748	0	0	0	0	1.861593	0	0.3102655	-1.68842481
482	0	0	0	0	1.861593	0	0.3102655	-1.68842481
494335	0	0	0	0	1.861593	0	0.3102655	-1.68842481
3239	0	0	0	0	1.861593	0	0.3102655	-1.68842481
100505786	0	0	0	0	1.861593	0	0.3102655	-1.68842481
100130889	0	0	0	0	1.861593	0	0.3102655	-1.68842481
117154	0	0	0	0	1.861593	0	0.3102655	-1.68842481
283050	0	0	2.000904	0	0	0	0.333484	-1.58431055
150577	0	0	2.000904	0	0	0	0.333484	-1.58431055
84620	0	0	2.000904	0	0	0	0.333484	-1.58431055
89765	0	0	2.000904	0	0	0	0.333484	-1.58431055
29999	0	0	2.000904	0	0	0	0.333484	-1.58431055
127733	0	0	1.500677747	0.500748875	0	0	0.333571104	-1.583933777
100507144	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
160065	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
146512	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
30009	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
100313903	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
285888	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
26281	0	0	1.500678	0.5007489	0	0	0.33357115	-1.583933577
2949	0	0	1.000451831	1.00149775	0	0	0.333658264	-1.58355686
100505723	0	0	1.000451831	1.00149775	0	0	0.333658264	-1.58355686
115350	0	0	1.000451831	1.00149775	0	0	0.333658264	-1.58355686
100169851	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
643339	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
100128278	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
100507079	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
100506521	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
729863	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
114770	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
100505736	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
729582	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
131920	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
100505912	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
645079	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
81833	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
50831	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
677799	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
56159	0	0	1.000452	1.001498	0	0	0.333658333	-1.583556558
155184	0	0	0.500225916	1.502246625	0	0	0.333745424	-1.583180041
100505601	0	0	0.500225916	1.502246625	0	0	0.333745424	-1.583180041
84891	0	0	0.5002259	1.502247	0	0	0.333745483	-1.583179782
23024	0	0	0.5002259	1.502247	0	0	0.333745483	-1.583179782
100132916	0	0	0.5002259	1.502247	0	0	0.333745483	-1.583179782
3756	0	0	0	2.002995501	0	0	0.333832583	-1.58280332
389073	0	0	0	2.002996	0	0	0.333832667	-1.582802961
348807	0	0	0	2.002996	0	0	0.333832667	-1.582802961
3567	0	0	0	2.002996	0	0	0.333832667	-1.582802961
4990	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
4016	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
146227	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
92736	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
55908	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
10887	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
648691	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
724028	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
2150	0	0	1.500678	0	0	0.620274	0.353492	-1.50025053
1949	0	0	1.500678	0	0.6205309	0	0.353534817	-1.500075794
5797	0	0	1.500678	0	0.6205309	0	0.353534817	-1.500075794
352999	0	0	1.500678	0	0.6205309	0	0.353534817	-1.500075794
8707	0	0	1.000451831	0.500748875	0	0.620273966	0.353579112	-1.499895046
947	0	0	1.000451831	0.500748875	0	0.620273966	0.353579112	-1.499895046
283481	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
440184	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
283600	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
644844	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
100422960	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
3060	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
374877	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
3549	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
5232	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
54905	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
100287633	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
168433	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
9104	0	0	1.000452	0.5007489	0	0.620274	0.35357915	-1.499894891
57689	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
6540	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
29951	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
100505534	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
4868	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
150297	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
131177	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
1295	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
100506908	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
1271	0	0	1.000452	0.5007489	0.6205309	0	0.353621967	-1.499720199
266675	0	0	0.500225916	1.00149775	0	0.620273966	0.353666272	-1.499539454
100505650	0	0	0.500225916	1.00149775	0	0.620273966	0.353666272	-1.499539454
255022	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
728858	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
3626	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
204010	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
548596	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
64377	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
90011	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
100288301	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
100506738	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
131909	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
27065	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
100505484	0	0	0.5002259	1.001498	0	0.620274	0.353666317	-1.499539272
100506006	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
10021	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
8787	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
100507272	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
53353	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
100288801	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
100505658	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
100505819	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
6581	0	0	0.5002259	1.001498	0.6205309	0	0.353709133	-1.499364623
100313769	0	0	0	1.502246625	0	0.620273966	0.353753432	-1.499183951
79365	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
284805	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
644186	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
10777	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
79825	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
100505710	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
100505586	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
100507456	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
100129845	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
286554	0	0	0	1.502247	0	0.620274	0.3537535	-1.499183673
6557	0	0	0	1.502247	0.6205309	0	0.353796317	-1.499009067
150622	0	0	0	1.502247	0.6205309	0	0.353796317	-1.499009067
646023	0	0	0	1.502247	0.6205309	0	0.353796317	-1.499009067
54456	0	0	0	1.502247	0.6205309	0	0.353796317	-1.499009067
619351	0	0	0	1.502247	0.6205309	0	0.353796317	-1.499009067
163702	0	0	1.000451831	0	0	1.240547932	0.373499961	-1.420820004
54596	0	0	1.000451831	0	0	1.240547932	0.373499961	-1.420820004
116969	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
387885	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
146760	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
644189	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
5455	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
100128644	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
170679	0	0	1.000452	0	0	1.240548	0.3735	-1.420819852
389932	0	0	1.000451831	0	0.620530856	0.620273966	0.373542776	-1.420654635
728798	0	0	1.000451831	0	0.620530856	0.620273966	0.373542776	-1.420654635
677794	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
23109	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
643806	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
100507589	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
4500	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
654780	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
100499467	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
693224	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
693153	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
5948	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
100506187	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
56664	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
259286	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
100507009	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
728343	0	0	1.000452	0	0.6205309	0.620274	0.373542817	-1.420654476
79258	0	0	1.000451831	0	1.241061712	0	0.373585591	-1.420489284
100033419	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
692214	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
1413	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
57709	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
100506947	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
2742	0	0	1.000452	0	1.241062	0	0.373585667	-1.420488991
407026	0	0	0.500225916	0.500748875	0	1.240547932	0.37358712	-1.420483376
100289509	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
6588	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
121273	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
3356	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
440279	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
100507607	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
5652	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
100507545	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
100506564	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
80867	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
256227	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
401427	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
93035	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
100133669	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
256714	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
1288	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
10761	0	0	0.5002259	0.5007489	0	1.240548	0.373587133	-1.420483327
713	0	0	0.500225916	0.500748875	0.620530856	0.620273966	0.373629936	-1.420318045
89944	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100124539	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
440299	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100287160	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100505774	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100506134	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100287375	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
257203	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100505492	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
339977	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
653544	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
728093	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
53832	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100506793	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
286076	0	0	0.5002259	0.5007489	0.6205309	0.620274	0.37362995	-1.420317989
100506635	0	0	0.500225916	0.500748875	1.241061712	0	0.373672751	-1.420152733
7069	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
339789	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
150538	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
677775	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
8911	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
2847	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
474171	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
2693	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
100132050	0	0	0.5002259	0.5007489	1.241062	0	0.3736728	-1.420152542
128102	0	0	0	1.00149775	0	1.240547932	0.37367428	-1.420146827
8290	0	0	0	1.00149775	0	1.240547932	0.37367428	-1.420146827
2670	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
100286932	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
677821	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
6010	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
100507614	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
401498	0	0	0	1.001498	0	1.240548	0.373674333	-1.420146623
387694	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
338879	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
5346	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
768216	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
100505480	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
6869	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
100287723	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
692110	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
100506856	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
6424	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
169044	0	0	0	1.001498	0.6205309	0.620274	0.37371715	-1.419981324
6847	0	0	0	1.00149775	1.241061712	0	0.37375991	-1.419816261
115584	0	0	0	1.001498	1.241062	0	0.37376	-1.419815916
100507089	0	0	0	1.001498	1.241062	0	0.37376	-1.419815916
152404	0	0	0	1.001498	1.241062	0	0.37376	-1.419815916
4438	0	0	0.500225916	0	0	1.860821898	0.393507969	-1.345535243
100506255	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
3002	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
89874	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
677763	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
100169959	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
4606	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
100131530	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
221262	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
100507203	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
155185	0	0	0.5002259	0	0	1.860822	0.393507983	-1.34553519
5146	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
259289	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
9899	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
79935	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
10267	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
79025	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
100302112	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
9934	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
100302185	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
100288181	0	0	0.5002259	0	0.6205309	1.240548	0.3935508	-1.345378222
100130071	0	0	0.500225916	0	1.241061712	0.620273966	0.393593599	-1.345221336
57540	0	0	0.500225916	0	1.241061712	0.620273966	0.393593599	-1.345221336
284577	0	0	0.500225916	0	1.241061712	0.620273966	0.393593599	-1.345221336
100288039	0	0	0.500225916	0	1.241061712	0.620273966	0.393593599	-1.345221336
100423012	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
84467	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
147710	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
80343	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
554250	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
56246	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
27190	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
79742	0	0	0.5002259	0	1.241062	0.620274	0.39359365	-1.34522115
388698	0	0	0	0.500748875	0	1.860821898	0.393595129	-1.345215729
65975	0	0	0	0.5007489	0	1.860822	0.39359515	-1.345215651
442910	0	0	0	0.5007489	0	1.860822	0.39359515	-1.345215651
344454	0	0	0	0.5007489	0	1.860822	0.39359515	-1.345215651
4633	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
79444	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
100132705	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
10991	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
200879	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
2044	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
100287834	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
100506652	0	0	0.5002259	0	1.861593	0	0.393636483	-1.345064155
26830	0	0	0	0.500748875	0.620530856	1.240547932	0.393637944	-1.345058802
100506919	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
100033418	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
54988	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
100505544	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
677848	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
6519	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
129807	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
9536	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
26280	0	0	0	0.5007489	0.6205309	1.240548	0.393637967	-1.345058719
253128	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
4973	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
259294	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
399473	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
284369	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
100505526	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
166752	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
8875	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
83650	0	0	0	0.5007489	1.241062	0.620274	0.393680817	-1.344901681
134265	0	0	0	0.5007489	1.861593	0	0.39372365	-1.344744721
163720	0	0	0	0	0	2.481095864	0.413515977	-1.273985022
284111	0	0	0	0	0	2.481096	0.413516	-1.273984943
406888	0	0	0	0	0	2.481096	0.413516	-1.273984943
100507069	0	0	0	0	0.6205309	1.860822	0.413558817	-1.27383557
6344	0	0	0	0	0.6205309	1.860822	0.413558817	-1.27383557
375323	0	0	0	0	0.6205309	1.860822	0.413558817	-1.27383557
643236	0	0	0	0	1.241061712	1.240547932	0.413601607	-1.273686302
79923	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
400619	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
26526	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
163115	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
9247	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
100506895	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
54857	0	0	0	0	1.241062	1.240548	0.413601667	-1.273686096
2707	0	0	0	0	1.861592569	0.620273966	0.413644422	-1.273536966
5149	0	0	0	0	1.861593	0.620274	0.4136445	-1.273536695
199699	0	0	0	0	1.861593	0.620274	0.4136445	-1.273536695
768096	0	0	0	0	1.861593	0.620274	0.4136445	-1.273536695
345051	0	0	0	0	1.861593	0.620274	0.4136445	-1.273536695
100033820	0	0	2.50113	0	0	0	0.416855	-1.262382455
378925	0	0	2.50113	0	0	0	0.416855	-1.262382455
25903	0	0	2.000903663	0.500748875	0	0	0.41694209	-1.262081077
692089	0	0	2.000904	0.5007489	0	0	0.41694215	-1.262080869
375607	0	0	2.000904	0.5007489	0	0	0.41694215	-1.262080869
